id;title;year;authors;country;site;age;sample_size;soc_cog_aspect;soc_cog_measure;age2;second_aspect;second_measure;corr_test;correlation;significance;exp_vs_obs;long_vs_cross;description;notes
sodian2016understanding;"Understanding of Goals, Beliefs, and Desires Predicts Morally Relevant
Theory of Mind: A Longitudinal Investigation";2016;Sodian, Licata, Kristen-Antonow, Paulus, Killen, Woodward;Germany;Ludwig Maximilian University of Munich;1.5;77;Implicit False Belief;Belief-Based Anticipatory Looking (adapted from Neumann, Thoermer, and Sodian (2008);0.58;Working Memory;direction of gaze;Pearson (two-tailed);0,16;;obs;long;understanding of goals,  beliefs, desires and theory of mind from age 1 to 5;
sodian2016understanding;"Understanding of Goals, Beliefs, and Desires Predicts Morally Relevant
Theory of Mind: A Longitudinal Investigation";2016;Sodian, Licata, Kristen-Antonow, Paulus, Killen, Woodward;Germany;Ludwig Maximilian University of Munich;1.5;77;Implicit False Belief;Belief-Based Anticipatory Looking (adapted from Neumann, Thoermer, and Sodian (2008);2;Diverse Desire Understanding;desire reasoning task;Pearson (two-tailed);0,23;;obs;long;understanding of goals,  beliefs, desires and theory of mind from age 1 to 5;
sodian2016understanding;"Understanding of Goals, Beliefs, and Desires Predicts Morally Relevant
Theory of Mind: A Longitudinal Investigation";2016;Sodian, Licata, Kristen-Antonow, Paulus, Killen, Woodward;Germany;Ludwig Maximilian University of Munich;1.5;77;Implicit False Belief;Belief-Based Anticipatory Looking (adapted from Neumann, Thoermer, and Sodian (2008);4.02;Verbal IQ;WPPSI;Pearson (two-tailed);0,3;;obs;long;understanding of goals,  beliefs, desires and theory of mind from age 1 to 5;
sodian2016understanding;"Understanding of Goals, Beliefs, and Desires Predicts Morally Relevant
Theory of Mind: A Longitudinal Investigation";2016;Sodian, Licata, Kristen-Antonow, Paulus, Killen, Woodward;Germany;Ludwig Maximilian University of Munich;1.5;77;Implicit False Belief;Belief-Based Anticipatory Looking (adapted from Neumann, Thoermer, and Sodian (2008);5.07;Moral Understanding (False Belief);MoTom Interview;Pearson (two-tailed);0,1;;obs;long;understanding of goals,  beliefs, desires and theory of mind from age 1 to 5;
sodian2016understanding;"Understanding of Goals, Beliefs, and Desires Predicts Morally Relevant
Theory of Mind: A Longitudinal Investigation";2016;Sodian, Licata, Kristen-Antonow, Paulus, Killen, Woodward;Germany;Ludwig Maximilian University of Munich;1.5;77;Implicit False Belief;Belief-Based Anticipatory Looking (adapted from Neumann, Thoermer, and Sodian (2008);5.07;Moral Understanding (Intentions);MoTom Interview;Pearson (two-tailed);0,36;yes;obs;long;understanding of goals,  beliefs, desires and theory of mind from age 1 to 5;
sodian2016understanding;"Understanding of Goals, Beliefs, and Desires Predicts Morally Relevant
Theory of Mind: A Longitudinal Investigation";2016;Sodian, Licata, Kristen-Antonow, Paulus, Killen, Woodward;Germany;Ludwig Maximilian University of Munich;1.5;77;Implicit False Belief;Belief-Based Anticipatory Looking (adapted from Neumann, Thoermer, and Sodian (2008);5.07;Gender;;Pearson (two-tailed);-0,07;;exp;;understanding of goals,  beliefs, desires and theory of mind from age 1 to 5;
sodian2016understanding;"Understanding of Goals, Beliefs, and Desires Predicts Morally Relevant
Theory of Mind: A Longitudinal Investigation";2016;Sodian, Licata, Kristen-Antonow, Paulus, Killen, Woodward;Germany;Ludwig Maximilian University of Munich;2;77;Diverse Desire Understanding;desire reasoning task (based on Repacholi and Gopnik (1997);0.58;Goal Encoding;looking time;Pearson (two-tailed);0,23;;exp;long;understanding of goals,  beliefs, desires and theory of mind from age 1 to 5;
sodian2016understanding;"Understanding of Goals, Beliefs, and Desires Predicts Morally Relevant
Theory of Mind: A Longitudinal Investigation";2016;Sodian, Licata, Kristen-Antonow, Paulus, Killen, Woodward;Germany;Ludwig Maximilian University of Munich;2;77;Diverse Desire Understanding;desire reasoning task (based on Repacholi and Gopnik (1997);0.58;Working Memory;direction of gaze;Pearson (two-tailed);0,19;;exp;long;understanding of goals,  beliefs, desires and theory of mind from age 1 to 5;
sodian2016understanding;"Understanding of Goals, Beliefs, and Desires Predicts Morally Relevant
Theory of Mind: A Longitudinal Investigation";2016;Sodian, Licata, Kristen-Antonow, Paulus, Killen, Woodward;Germany;Ludwig Maximilian University of Munich;2;77;Diverse Desire Understanding;desire reasoning task (based on Repacholi and Gopnik (1997);4.02;Verbal IQ;WPPSI;Pearson (two-tailed);0,18;;exp;long;understanding of goals,  beliefs, desires and theory of mind from age 1 to 5;
sodian2016understanding;"Understanding of Goals, Beliefs, and Desires Predicts Morally Relevant
Theory of Mind: A Longitudinal Investigation";2016;Sodian, Licata, Kristen-Antonow, Paulus, Killen, Woodward;Germany;Ludwig Maximilian University of Munich;2;77;Diverse Desire Understanding;desire reasoning task (based on Repacholi and Gopnik (1997);5.07;Moral Understanding (False Belief);MoTom Interview;Pearson (two-tailed);0,31;yes;exp;long;understanding of goals,  beliefs, desires and theory of mind from age 1 to 5;
sodian2016understanding;"Understanding of Goals, Beliefs, and Desires Predicts Morally Relevant
Theory of Mind: A Longitudinal Investigation";2016;Sodian, Licata, Kristen-Antonow, Paulus, Killen, Woodward;Germany;Ludwig Maximilian University of Munich;2;77;Diverse Desire Understanding;desire reasoning task (based on Repacholi and Gopnik (1997);5.07;Moral Understanding (Intentions);MoTom Interview;Pearson (two-tailed);0,01;;exp;long;understanding of goals,  beliefs, desires and theory of mind from age 1 to 5;
sodian2016understanding;"Understanding of Goals, Beliefs, and Desires Predicts Morally Relevant
Theory of Mind: A Longitudinal Investigation";2016;Sodian, Licata, Kristen-Antonow, Paulus, Killen, Woodward;Germany;Ludwig Maximilian University of Munich;2;77;Diverse Desire Understanding;desire reasoning task (based on Repacholi and Gopnik (1997);;Gender;;Pearson (two-tailed);0,07;;exp;;understanding of goals,  beliefs, desires and theory of mind from age 1 to 5;
sodian2016understanding;"Understanding of Goals, Beliefs, and Desires Predicts Morally Relevant
Theory of Mind: A Longitudinal Investigation";2016;Sodian, Licata, Kristen-Antonow, Paulus, Killen, Woodward;Germany;Ludwig Maximilian University of Munich;5.07;77;Moral Understanding (False Belief);MoTom Interview (by Killen et al. (2011);0.58;Goal Encoding;looking time;Pearson (two-tailed);0,1;;exp;long;understanding of goals,  beliefs, desires and theory of mind from age 1 to 5;
sodian2016understanding;"Understanding of Goals, Beliefs, and Desires Predicts Morally Relevant
Theory of Mind: A Longitudinal Investigation";2016;Sodian, Licata, Kristen-Antonow, Paulus, Killen, Woodward;Germany;Ludwig Maximilian University of Munich;5.07;77;Moral Understanding (False Belief);MoTom Interview (by Killen et al. (2011);0.58;Working Memory;direction of gaze;Pearson (two-tailed);-0,01;;exp;long;understanding of goals,  beliefs, desires and theory of mind from age 1 to 5;
sodian2016understanding;"Understanding of Goals, Beliefs, and Desires Predicts Morally Relevant
Theory of Mind: A Longitudinal Investigation";2016;Sodian, Licata, Kristen-Antonow, Paulus, Killen, Woodward;Germany;Ludwig Maximilian University of Munich;5.07;77;Moral Understanding (False Belief);MoTom Interview (by Killen et al. (2011);4.02;Verbal IQ;WPPSI;Pearson (two-tailed);0,52;yes;exp;long;understanding of goals,  beliefs, desires and theory of mind from age 1 to 5;
sodian2016understanding;"Understanding of Goals, Beliefs, and Desires Predicts Morally Relevant
Theory of Mind: A Longitudinal Investigation";2016;Sodian, Licata, Kristen-Antonow, Paulus, Killen, Woodward;Germany;Ludwig Maximilian University of Munich;5.07;77;Moral Understanding (False Belief);MoTom Interview (by Killen et al. (2011);;Moral Understanding (Intentions);MoTom Interview;Pearson (two-tailed);0,09;;exp;cross;understanding of goals,  beliefs, desires and theory of mind from age 1 to 5;
sodian2016understanding;Understanding of Goals, Beliefs, and Desires Predicts Morally RelevantTheory of Mind: A Longitudinal Investigation;2016;Sodian, Licata, Kristen-Antonow, Paulus, Killen, Woodward;Germany;Ludwig Maximilian University of Munich;5.07;77;Moral Understanding (False Belief);MoTom Interview (by Killen et al. (2011);;Gender;;Pearson (two-tailed);-0,01;;exp;;understanding of goals,  beliefs, desires and theory of mind from age 1 to 5;
sodian2016understanding;"Understanding of Goals, Beliefs, and Desires Predicts Morally Relevant
Theory of Mind: A Longitudinal Investigation";2016;Sodian, Licata, Kristen-Antonow, Paulus, Killen, Woodward;Germany;Ludwig Maximilian University of Munich;5.07;77;Moral Understanding (Intentions) ;MoTom Interview (by Killen et al. (2011);0.58;Goal Encoding;looking time;Pearson (two-tailed);0,36;yes;exp;long;understanding of goals,  beliefs, desires and theory of mind from age 1 to 5;
sodian2016understanding;"Understanding of Goals, Beliefs, and Desires Predicts Morally Relevant
Theory of Mind: A Longitudinal Investigation";2016;Sodian, Licata, Kristen-Antonow, Paulus, Killen, Woodward;Germany;Ludwig Maximilian University of Munich;5.07;77;Moral Understanding (Intentions) ;MoTom Interview (by Killen et al. (2011);0.58;Working Memory;direction of gaze;Pearson (two-tailed);-0,12;;exp;long;understanding of goals,  beliefs, desires and theory of mind from age 1 to 5;
sodian2016understanding;"Understanding of Goals, Beliefs, and Desires Predicts Morally Relevant
Theory of Mind: A Longitudinal Investigation";2016;Sodian, Licata, Kristen-Antonow, Paulus, Killen, Woodward;Germany;Ludwig Maximilian University of Munich;5.07;77;Moral Understanding (Intentions) ;MoTom Interview (by Killen et al. (2011);4.02;Verbal IQ;WPPSI;Pearson (two-tailed);0,34;yes;exp;long;understanding of goals,  beliefs, desires and theory of mind from age 1 to 5;
sodian2016understanding;"Understanding of Goals, Beliefs, and Desires Predicts Morally Relevant
Theory of Mind: A Longitudinal Investigation";2016;Sodian, Licata, Kristen-Antonow, Paulus, Killen, Woodward;Germany;Ludwig Maximilian University of Munich;5.07;77;Moral Understanding (Intentions) ;MoTom Interview (by Killen et al. (2011);;Gender;;Pearson (two-tailed);-0,26;;exp;;understanding of goals,  beliefs, desires and theory of mind from age 1 to 5;
bosacki2017longitudinal;"A Longitudinal Study of Children’s Theory
of Mind, Self-Concept, and Gender-Role
Orientation";2017;Bosacki;Canada;Brock University;8.42;28;Theory of Mind;"Social Ambigous Stories (Bosacki, 2000. Bosacki & 
Astington,  1999)";;Femininity;CSRI;;-0,26;;exp;cross;Theory of Mind, Gender Roles and Self-Concept at age 8;
bosacki2017longitudinal;"A Longitudinal Study of Children’s Theory
of Mind, Self-Concept, and Gender-Role
Orientation";2017;Bosacki;Canada;Brock University;8.42;28;Theory of Mind;"Social Ambigous Stories (Bosacki, 2000. Bosacki & 
Astington,  1999)";;Masculinity;CSRI;;0,68;yes;exp;cross;Theory of Mind, Gender Roles and Self-Concept at age 8;
bosacki2017longitudinal;"A Longitudinal Study of Children’s Theory
of Mind, Self-Concept, and Gender-Role
Orientation";2017;Bosacki;Canada;Brock University;8.42;28;Theory of Mind;"Social Ambigous Stories (Bosacki, 2000. Bosacki & 
Astington,  1999)";;Self-Understanding;Interview;;0,39;yes;exp;cross;Theory of Mind, Gender Roles and Self-Concept at age 8;
bosacki2017longitudinal;"A Longitudinal Study of Children’s Theory
of Mind, Self-Concept, and Gender-Role
Orientation";2017;Bosacki;Canada;Brock University;8.42;28;Theory of Mind;"Social Ambigous Stories (Bosacki, 2000. Bosacki & 
Astington,  1999)";;Behavioral Conduct;Subscale of SPPC;;0;;exp;cross;Theory of Mind, Gender Roles and Self-Concept at age 8;
bosacki2017longitudinal;"A Longitudinal Study of Children’s Theory
of Mind, Self-Concept, and Gender-Role
Orientation";2017;Bosacki;Canada;Brock University;8.42;28;Theory of Mind;"Social Ambigous Stories (Bosacki, 2000. Bosacki & 
Astington,  1999)";;Physical Appearance;Subscale of SPPC;;0,15;;exp;cross;Theory of Mind, Gender Roles and Self-Concept at age 8;
bosacki2017longitudinal;"A Longitudinal Study of Children’s Theory
of Mind, Self-Concept, and Gender-Role
Orientation";2017;Bosacki;Canada;Brock University;8.42;28;Theory of Mind;"Social Ambigous Stories (Bosacki, 2000. Bosacki & 
Astington,  1999)";;Global Self-Worth;Subscale of SPPC;;-0,34;;exp;cross;Theory of Mind, Gender Roles and Self-Concept at age 8;
iannotti1977longitudinal;A Longitudinal Investigation of Role Taking, Altruism, and Empathy;1977;Iannotti;USA;Marietta College, Ohio;7;22;Role (Social Perspective) Taking;guessing game  (by Flavell (1968) + social dilemma stories (by Selman (Selman and Byrne,1974);;Altruism;sharing candy;;0,41;yes;exp;cross;Role taking, Altruism and Empathy from age 7 to 10;
iannotti1977longitudinal;A Longitudinal Investigation of Role Taking, Altruism, and Empathy;1977;Iannotti;USA;Marietta College, Ohio;7;22;Role (Social Perspective) Taking;guessing game  (by Flavell (1968) + social dilemma stories (by Selman (Selman and Byrne,1974);;Empathy (situational);situational matching answer to story;;0,33;;exp;cross;Role taking, Altruism and Empathy from age 7 to 10;
iannotti1977longitudinal;A Longitudinal Investigation of Role Taking, Altruism, and Empathy;1977;Iannotti;USA;Marietta College, Ohio;7;22;Role (Social Perspective) Taking;guessing game  (by Flavell (1968) + social dilemma stories (by Selman (Selman and Byrne,1974);;Emotional (emotional);emotional matching answer to story;;-0,01;;exp;cross;Role taking, Altruism and Empathy from age 7 to 10;
iannotti1977longitudinal;A Longitudinal Investigation of Role Taking, Altruism, and Empathy;1977;Iannotti;USA;Marietta College, Ohio;7;17;Role (Social Perspective) Taking;guessing game  (by Flavell (1968) + social dilemma stories (by Selman (Selman and Byrne,1974);;Conservation;conservation tasks;;0,12;;exp;cross;Role taking, Altruism and Empathy from age 7 to 10;
iannotti1977longitudinal;A Longitudinal Investigation of Role Taking, Altruism, and Empathy;1977;Iannotti;USA;Marietta College, Ohio;10;23;Role (Social Perspective) Taking;guessing game  (by Flavell (1968) + social dilemma stories (by Selman (Selman and Byrne,1974);;Altruism;sharing candy;;0,01;;exp;cross;Role taking, Altruism and Empathy from age 7 to 10;
iannotti1977longitudinal;A Longitudinal Investigation of Role Taking, Altruism, and Empathy;1977;Iannotti;USA;Marietta College, Ohio;10;23;Role (Social Perspective) Taking;guessing game  (by Flavell (1968) + social dilemma stories (by Selman (Selman and Byrne,1974);;Empathy (situational);situational matching answer to story;;0,68;yes;exp;cross;Role taking, Altruism and Empathy from age 7 to 10;
iannotti1977longitudinal;A Longitudinal Investigation of Role Taking, Altruism, and Empathy;1977;Iannotti;USA;Marietta College, Ohio;10;23;Role (Social Perspective) Taking;guessing game  (by Flavell (1968) + social dilemma stories (by Selman (Selman and Byrne,1974);;Emotional (emotional);emotional matching answer to story;;-0,41;yes;exp;cross;Role taking, Altruism and Empathy from age 7 to 10;
iannotti1977longitudinal;A Longitudinal Investigation of Role Taking, Altruism, and Empathy;1977;Iannotti;USA;Marietta College, Ohio;10;18;Role (Social Perspective) Taking;guessing game  (by Flavell (1968) + social dilemma stories (by Selman (Selman and Byrne,1974);;Conservation;conservation tasks;;0,05;;exp;cross;Role taking, Altruism and Empathy from age 7 to 10;
cutting1999theory;"Theory of Mind, Emotion Understanding, Language, and Family
Background: Individual Differences and Interrelations";1999;Cutting, Dunn;UK;London;4.16;128;False Belief Understanding;"Unexpected Location (based on the tasks used by Bartschand Wellman (1989), Current False Belief (based on the story developed by Harris et al.
(1989) and Unexpected-identity tasks (following
the procedure used by Hughes, Dunn, and White
(1998)";;emotion understanding: affective perspective taking;puppet task;;0,44;yes;exp;cross;ToM, Emotion Understanding, Language and Family Background at age 4;
cutting1999theory;"Theory of Mind, Emotion Understanding, Language, and Family
Background: Individual Differences and Interrelations";1999;Cutting, Dunn;UK;London;4.16;128;False Belief Understanding;"Unexpected Location (based on the tasks used by Bartschand Wellman (1989), Current False Belief (based on the story developed by Harris et al.
(1989) and Unexpected-identity tasks (following
the procedure used by Hughes, Dunn, and White
(1998)";;emotion understanding: affective labeling;puppet task;;0,39;yes;exp;cross;ToM, Emotion Understanding, Language and Family Background at age 4;
cutting1999theory;"Theory of Mind, Emotion Understanding, Language, and Family
Background: Individual Differences and Interrelations";1999;Cutting, Dunn;UK;London;4.16;128;False Belief Understanding;"Unexpected Location (based on the tasks used by Bartschand Wellman (1989), Current False Belief (based on the story developed by Harris et al.
(1989) and Unexpected-identity tasks (following
the procedure used by Hughes, Dunn, and White
(1998)";;Verbal ability;BPVS;;0,33;yes;exp;cross;ToM, Emotion Understanding, Language and Family Background at age 4;
cutting1999theory;"Theory of Mind, Emotion Understanding, Language, and Family
Background: Individual Differences and Interrelations";1999;Cutting, Dunn;UK;London;4.16;128;False Belief Understanding;"Unexpected Location (based on the tasks used by Bartschand Wellman (1989), Current False Belief (based on the story developed by Harris et al.
(1989) and Unexpected-identity tasks (following
the procedure used by Hughes, Dunn, and White
(1998)";;Information (Content/Coherence in Storytelling);Bus Story (child tells Story);;0,5;yes;exp;cross;ToM, Emotion Understanding, Language and Family Background at age 4;
cutting1999theory;"Theory of Mind, Emotion Understanding, Language, and Family
Background: Individual Differences and Interrelations";1999;Cutting, Dunn;UK;London;4.16;128;False Belief Understanding;"Unexpected Location (based on the tasks used by Bartschand Wellman (1989), Current False Belief (based on the story developed by Harris et al.
(1989) and Unexpected-identity tasks (following
the procedure used by Hughes, Dunn, and White
(1998)";;Sentence Length;Bus Story (child tells Story);;0,36;yes;exp;cross;ToM, Emotion Understanding, Language and Family Background at age 4;
cutting1999theory;"Theory of Mind, Emotion Understanding, Language, and Family
Background: Individual Differences and Interrelations";1999;Cutting, Dunn;UK;London;4.16;128;False Belief Understanding;"Unexpected Location (based on the tasks used by Bartschand Wellman (1989), Current False Belief (based on the story developed by Harris et al.
(1989) and Unexpected-identity tasks (following
the procedure used by Hughes, Dunn, and White
(1998)";;Grammatical Complexity;Bus Story (child tells Story);;0,35;yes;exp;cross;ToM, Emotion Understanding, Language and Family Background at age 4;
cutting1999theory;"Theory of Mind, Emotion Understanding, Language, and Family
Background: Individual Differences and Interrelations";1999;Cutting, Dunn;UK;London;4.16;128;emotion understanding: affective perspective taking (procedure  developed  by  Denham  (1986);puppet task;;emotion understanding: affective labeling;puppet task;;0,58;yes;exp;cross;ToM, Emotion Understanding, Language and Family Background at age 4;
cutting1999theory;"Theory of Mind, Emotion Understanding, Language, and Family
Background: Individual Differences and Interrelations";1999;Cutting, Dunn;UK;London;4.16;128;emotion understanding: affective perspective taking (procedure  developed  by  Denham  (1986);puppet task;;Verbal ability;BPVS;;0,45;yes;exp;cross;ToM, Emotion Understanding, Language and Family Background at age 4;
cutting1999theory;"Theory of Mind, Emotion Understanding, Language, and Family
Background: Individual Differences and Interrelations";1999;Cutting, Dunn;UK;London;4.16;128;emotion understanding: affective perspective taking (procedure  developed  by  Denham  (1986);puppet task;;Information (Content/Coherence in Storytelling);Bus Story (child tells Story);;0,47;yes;exp;cross;ToM, Emotion Understanding, Language and Family Background at age 4;
cutting1999theory;"Theory of Mind, Emotion Understanding, Language, and Family
Background: Individual Differences and Interrelations";1999;Cutting, Dunn;UK;London;4.16;128;emotion understanding: affective perspective taking (procedure  developed  by  Denham  (1986);puppet task;;Sentence Length;Bus Story (child tells Story);;0,37;yes;exp;cross;ToM, Emotion Understanding, Language and Family Background at age 4;
cutting1999theory;"Theory of Mind, Emotion Understanding, Language, and Family
Background: Individual Differences and Interrelations";1999;Cutting, Dunn;UK;London;4.16;128;emotion understanding: affective perspective taking (procedure  developed  by  Denham  (1986);puppet task;;Grammatical Complexity;Bus Story (child tells Story);;0,24;yes;exp;cross;ToM, Emotion Understanding, Language and Family Background at age 4;
cutting1999theory;"Theory of Mind, Emotion Understanding, Language, and Family
Background: Individual Differences and Interrelations";1999;Cutting, Dunn;UK;London;4.16;128;emotion understanding: affective labeling (procedure  developed  by  Denham  (1986);puppet task;;Verbal ability;BPVS;;0,38;yes;exp;cross;ToM, Emotion Understanding, Language and Family Background at age 4;
cutting1999theory;"Theory of Mind, Emotion Understanding, Language, and Family
Background: Individual Differences and Interrelations";1999;Cutting, Dunn;UK;London;4.16;128;emotion understanding: affective labeling (procedure  developed  by  Denham  (1986);puppet task;;Information (Content/Coherence in Storytelling);Bus Story (child tells Story);;0,39;yes;exp;cross;ToM, Emotion Understanding, Language and Family Background at age 4;
cutting1999theory;"Theory of Mind, Emotion Understanding, Language, and Family
Background: Individual Differences and Interrelations";1999;Cutting, Dunn;UK;London;4.16;128;emotion understanding: affective labeling (procedure  developed  by  Denham  (1986);puppet task;;Sentence Length;Bus Story (child tells Story);;0,19;yes;exp;cross;ToM, Emotion Understanding, Language and Family Background at age 4;
cutting1999theory;"Theory of Mind, Emotion Understanding, Language, and Family
Background: Individual Differences and Interrelations";1999;Cutting, Dunn;UK;London;4.16;128;emotion understanding: affective labeling (procedure  developed  by  Denham  (1986);puppet task;;Grammatical Complexity;Bus Story (child tells Story);;0,17;;exp;cross;ToM, Emotion Understanding, Language and Family Background at age 4;
cutting1999theory;"Theory of Mind, Emotion Understanding, Language, and Family
Background: Individual Differences and Interrelations";1999;Cutting, Dunn;UK;London;4.16;128;False Belief Understanding;"Unexpected Location (based on the tasks used by Bartschand Wellman (1989), Current False Belief (based on the story developed by Harris et al.
(1989) and Unexpected-identity tasks (following
the procedure used by Hughes, Dunn, and White
(1998)";;Mother Education;education level;;0,31;yes;exp;cross;ToM, Emotion Understanding, Language and Family Background at age 4;
cutting1999theory;"Theory of Mind, Emotion Understanding, Language, and Family
Background: Individual Differences and Interrelations";1999;Cutting, Dunn;UK;London;4.16;128;False Belief Understanding;"Unexpected Location (based on the tasks used by Bartschand Wellman (1989), Current False Belief (based on the story developed by Harris et al.
(1989) and Unexpected-identity tasks (following
the procedure used by Hughes, Dunn, and White
(1998)";;Mother Occupational class;Standard Occupational Classification;;0,37;yes;exp;cross;ToM, Emotion Understanding, Language and Family Background at age 4;
cutting1999theory;"Theory of Mind, Emotion Understanding, Language, and Family
Background: Individual Differences and Interrelations";1999;Cutting, Dunn;UK;London;4.16;128;False Belief Understanding;"Unexpected Location (based on the tasks used by Bartschand Wellman (1989), Current False Belief (based on the story developed by Harris et al.
(1989) and Unexpected-identity tasks (following
the procedure used by Hughes, Dunn, and White
(1998)";;Father Education;education level;;0,15;;exp;cross;ToM, Emotion Understanding, Language and Family Background at age 4;
cutting1999theory;"Theory of Mind, Emotion Understanding, Language, and Family
Background: Individual Differences and Interrelations";1999;Cutting, Dunn;UK;London;4.16;128;False Belief Understanding;"Unexpected Location (based on the tasks used by Bartschand Wellman (1989), Current False Belief (based on the story developed by Harris et al.
(1989) and Unexpected-identity tasks (following
the procedure used by Hughes, Dunn, and White
(1998)";;Father Occupational class;Standard Occupational Classification;;0,26;yes;exp;cross;ToM, Emotion Understanding, Language and Family Background at age 4;
cutting1999theory;"Theory of Mind, Emotion Understanding, Language, and Family
Background: Individual Differences and Interrelations";1999;Cutting, Dunn;UK;London;4.16;128;False Belief Understanding;"Unexpected Location (based on the tasks used by Bartschand Wellman (1989), Current False Belief (based on the story developed by Harris et al.
(1989) and Unexpected-identity tasks (following
the procedure used by Hughes, Dunn, and White
(1998)";;Family Structure;single or two-parent;;0,11;;exp;cross;ToM, Emotion Understanding, Language and Family Background at age 4;
cutting1999theory;"Theory of Mind, Emotion Understanding, Language, and Family
Background: Individual Differences and Interrelations";1999;Cutting, Dunn;UK;London;4.16;128;False Belief Understanding;"Unexpected Location (based on the tasks used by Bartschand Wellman (1989), Current False Belief (based on the story developed by Harris et al.
(1989) and Unexpected-identity tasks (following
the procedure used by Hughes, Dunn, and White
(1998)";;Languages spoken;number;;-0,06;;exp;cross;ToM, Emotion Understanding, Language and Family Background at age 4;
cutting1999theory;"Theory of Mind, Emotion Understanding, Language, and Family
Background: Individual Differences and Interrelations";1999;Cutting, Dunn;UK;London;4.16;128;False Belief Understanding;"Unexpected Location (based on the tasks used by Bartschand Wellman (1989), Current False Belief (based on the story developed by Harris et al.
(1989) and Unexpected-identity tasks (following
the procedure used by Hughes, Dunn, and White
(1998)";;Adults at home;number;;0,11;;exp;cross;ToM, Emotion Understanding, Language and Family Background at age 4;
cutting1999theory;"Theory of Mind, Emotion Understanding, Language, and Family
Background: Individual Differences and Interrelations";1999;Cutting, Dunn;UK;London;4.16;128;False Belief Understanding;"Unexpected Location (based on the tasks used by Bartschand Wellman (1989), Current False Belief (based on the story developed by Harris et al.
(1989) and Unexpected-identity tasks (following
the procedure used by Hughes, Dunn, and White
(1998)";;Siblings at home;number;;-0,02;;exp;cross;ToM, Emotion Understanding, Language and Family Background at age 4;
cutting1999theory;"Theory of Mind, Emotion Understanding, Language, and Family
Background: Individual Differences and Interrelations";1999;Cutting, Dunn;UK;London;4.16;128;emotion understanding: affective perspective taking (procedure  developed  by  Denham  (1986);puppet task;;Mother Education;education level;;0,41;yes;exp;cross;ToM, Emotion Understanding, Language and Family Background at age 4;
cutting1999theory;"Theory of Mind, Emotion Understanding, Language, and Family
Background: Individual Differences and Interrelations";1999;Cutting, Dunn;UK;London;4.16;128;emotion understanding: affective perspective taking (procedure  developed  by  Denham  (1986);puppet task;;Mother Occupational class;Standard Occupational Classification;;0,3;yes;exp;cross;ToM, Emotion Understanding, Language and Family Background at age 4;
cutting1999theory;"Theory of Mind, Emotion Understanding, Language, and Family
Background: Individual Differences and Interrelations";1999;Cutting, Dunn;UK;London;4.16;128;emotion understanding: affective perspective taking (procedure  developed  by  Denham  (1986);puppet task;;Father Education;education level;;0,2;;exp;cross;ToM, Emotion Understanding, Language and Family Background at age 4;
cutting1999theory;"Theory of Mind, Emotion Understanding, Language, and Family
Background: Individual Differences and Interrelations";1999;Cutting, Dunn;UK;London;4.16;128;emotion understanding: affective perspective taking (procedure  developed  by  Denham  (1986);puppet task;;Father Occupational class;Standard Occupational Classification;;0,3;yes;exp;cross;ToM, Emotion Understanding, Language and Family Background at age 4;
cutting1999theory;"Theory of Mind, Emotion Understanding, Language, and Family
Background: Individual Differences and Interrelations";1999;Cutting, Dunn;UK;London;4.16;128;emotion understanding: affective perspective taking (procedure  developed  by  Denham  (1986);puppet task;;Family Structure;single or two-parent;;0,22;yes;exp;cross;ToM, Emotion Understanding, Language and Family Background at age 4;
cutting1999theory;"Theory of Mind, Emotion Understanding, Language, and Family
Background: Individual Differences and Interrelations";1999;Cutting, Dunn;UK;London;4.16;128;emotion understanding: affective perspective taking (procedure  developed  by  Denham  (1986);puppet task;;Languages spoken;number;;-0,12;;exp;cross;ToM, Emotion Understanding, Language and Family Background at age 4;
cutting1999theory;"Theory of Mind, Emotion Understanding, Language, and Family
Background: Individual Differences and Interrelations";1999;Cutting, Dunn;UK;London;4.16;128;emotion understanding: affective perspective taking (procedure  developed  by  Denham  (1986);puppet task;;Adults at home;number;;0,12;;exp;cross;ToM, Emotion Understanding, Language and Family Background at age 4;
cutting1999theory;"Theory of Mind, Emotion Understanding, Language, and Family
Background: Individual Differences and Interrelations";1999;Cutting, Dunn;UK;London;4.16;128;emotion understanding: affective perspective taking (procedure  developed  by  Denham  (1986);puppet task;;Siblings at home;number;;0,07;;exp;cross;ToM, Emotion Understanding, Language and Family Background at age 4;
cutting1999theory;"Theory of Mind, Emotion Understanding, Language, and Family
Background: Individual Differences and Interrelations";1999;Cutting, Dunn;UK;London;4.16;128;emotion understanding: affective labeling (procedure  developed  by  Denham  (1986);puppet task;;Mother Education;education level;;0,38;yes;exp;cross;ToM, Emotion Understanding, Language and Family Background at age 4;
cutting1999theory;"Theory of Mind, Emotion Understanding, Language, and Family
Background: Individual Differences and Interrelations";1999;Cutting, Dunn;UK;London;4.16;128;emotion understanding: affective labeling (procedure  developed  by  Denham  (1986);puppet task;;Mother Occupational class;Standard Occupational Classification;;0,26;yes;exp;cross;ToM, Emotion Understanding, Language and Family Background at age 4;
cutting1999theory;"Theory of Mind, Emotion Understanding, Language, and Family
Background: Individual Differences and Interrelations";1999;Cutting, Dunn;UK;London;4.16;128;emotion understanding: affective labeling (procedure  developed  by  Denham  (1986);puppet task;;Father Education;education level;;0,31;yes;exp;cross;ToM, Emotion Understanding, Language and Family Background at age 4;
